post_id,community_id,author_id,title,body,media,url,tags,score,num_comments,created_at,updated_at,status,spam_score
P000128,C047,U01698,Travel chance character really,Record couple mission part ability. Table reality stock site develop government.,,http://www.simmons-hunter.com/,"industry,manager,whatever,benefit",-63,303,2025-10-06T19:26:13,2025-10-06T19:26:13,active,0.318
P000129,C173,U00383,Necessary learn memory,Marriage where share southern stop customer although add. Choose between population weight.,,,on,69,277,2024-03-04T14:08:41,2024-03-15T14:08:41,active,0.863
P000130,C182,U02643,Throw next nice while relationship,Itself religious energy teacher single long food send. Certain woman who word. Center claim Republican admit. Senior factor young get. Child staff yard place contain safe government. Help start peace year. He any hope strategy player.,,https://www.wyatt.net/,"around,expert",-50,30,2024-05-21T10:46:11,2024-05-21T10:46:11,active,0.746
P000131,C197,U02029,Raise man bit door magazine,Task wear sign president food. Thousand author simple.,,,contain,-260,404,2024-08-08T23:15:29,2024-08-14T23:15:29,active,0.555
P000132,C177,U02069,Produce meet expert human,Prevent history finish everybody live gun edge. Son view process happy.,[later.jpg],,service,63,292,2025-08-15T11:48:33,2025-08-15T11:48:33,active,0.967
P000133,C092,U00127,Author not truth garden into admit value,Result or deep fly natural group continue. Sound specific adult collection with project author.,,,trial,-162,431,2024-06-17T16:00:47,2024-06-18T16:00:47,active,0.405
P000134,C071,U00423,Benefit rock bed,Wait number sell involve. Idea mother positive image not model democratic close. Throw discuss something world continue just hope.,,,"south,magazine,group,ahead",144,429,2024-02-03T00:16:43,2024-02-15T00:16:43,active,0.611
P000135,C027,U01052,White movement little,Good subject very wait rate too. Data owner picture him final. West public size. Consider by animal building attorney success. Main her year none lay TV. According anyone cell why less fill name. Market fear language late finally wait.,,,"defense,team,kind",-133,134,2024-08-05T20:42:08,2024-08-05T20:42:08,active,0.82
P000136,C003,U02420,Three interview wrong either former age each fire,Current open history evening interview cost less. Body play practice case. Development day reason order rest conference. Body more leg purpose interview doctor. Table pass trouble per.,,https://livingston-gutierrez.biz/,"fire,give,some,end",359,134,2024-09-21T11:00:44,2024-09-21T11:00:44,active,0.22
P000137,C159,U02612,Themselves walk factor determine remember size social,Building notice owner each parent street war election. Late difficult thing theory enough moment put price. Commercial different order matter campaign reveal rich. Write protect mouth side mission. Between citizen whose young set.,,,"carry,like",-106,311,2024-07-31T23:04:42,2024-07-31T23:04:42,active,0.619
P000138,C005,U01190,Reality boy long analysis force,Cover piece six have line one. Also act few note. High ask rich development area. Center say green. Single daughter tell four. Ten more organization couple old physical.,[those.jpg],https://www.case.org/,"authority,you,discover,poor",-14,464,2024-11-30T19:53:05,2024-11-30T19:53:05,active,0.674
P000139,C161,U02186,Relationship need country receive however determine,Various nearly answer daughter three. Stock citizen provide career teach. Financial fall enter debate blue.,,,fish,212,449,2025-04-11T11:26:25,2025-04-15T11:26:25,active,0.391
P000140,C074,U02030,Professional research indeed scientist,Story allow social write prepare represent today. Team high old anyone though president position. Just experience letter could also debate five. Direction soldier strong water. Class next want instead. Congress seem role senior serve current.,[cell.jpg],,"claim,student,price,nature",-196,150,2025-06-06T04:30:25,2025-06-21T04:30:25,active,0.582
P000141,C004,U00552,Act administration form of blue daughter act against,Impact kid safe but too. Half staff join interview simply participant girl.,,,"teach,forward,way,enjoy",95,43,2024-04-03T22:51:07,2024-04-10T22:51:07,active,0.719
P000142,C103,U01784,Community politics,Back tough travel same. Show staff color ahead establish truth society.,,,"now,any,care",311,413,2024-11-06T16:55:29,2024-11-16T16:55:29,removed,0.998
P000143,C173,U01692,Learn water son special something true administration lawyer clear,Fall thing around sport.,,,"seven,job",-271,429,2025-01-21T12:37:10,2025-02-04T12:37:10,active,0.045
P000144,C017,U01491,Produce national role when story live player manager station,Performance strategy very consumer. Anyone growth must Mr turn. Small light chance media.,,,"attack,word",86,165,2024-04-24T22:09:28,2024-04-24T22:09:28,flagged,0.34
P000145,C088,U01599,Choose out,History serve example effort medical science. Magazine physical later show baby.,,,"cultural,black,case",101,307,2024-10-30T07:03:17,2024-11-07T07:03:17,active,0.362
P000146,C015,U01391,Beat another most,Dog get read. Southern sea anyone trouble wish available.,,http://steele-yates.com/,"piece,city",206,169,2024-06-03T17:41:40,2024-06-07T17:41:40,active,0.515
P000147,C096,U01695,Billion will pay,Our same today body. Common center man hold. Economic newspaper consider again tax. Certain heart heavy fly.,,https://stout.com/,"notice,role",-197,147,2025-05-30T15:39:03,2025-05-30T15:39:03,active,0.726
P000148,C183,U00507,Dark face,Theory street fight subject material out. Activity let source action hear raise. Range author she finish small large either. However play decide way. Scientist increase environmental laugh marriage five color treatment.,,,"adult,class,our",-214,469,2024-07-19T12:08:09,2024-07-23T12:08:09,active,0.793
P000149,C071,U02861,Ball human my center,Agree hard rise citizen. Experience author under western shoulder despite charge fish. I job leg result child impact step reveal. Amount help friend else. Agree protect fund create rich development Mrs.,[today.jpg],http://www.berry-york.com/,"total,attack,sea,close",154,262,2024-06-21T18:41:06,2024-06-21T18:41:06,removed,0.858
P000150,C175,U02602,Computer charge wear common baby see memory,Mrs thank myself movie yard fear. Billion old most. News around finally figure card.,,,"report,a,think",109,23,2025-08-10T10:55:08,2025-08-10T10:55:08,removed,0.427
P000151,C136,U00604,Some concern up,Point lose story minute simply where. Example thank see simple budget itself.,,,carry,100,257,2024-03-25T16:49:33,2024-03-25T16:49:33,flagged,0.804
P000152,C146,U01569,Fast Congress particular resource,Condition cover admit real. Expect particularly mother. Example magazine memory they. Bed television land stay.,,,"phone,per,investment,poor",119,265,2025-08-22T21:46:34,2025-08-22T21:46:34,active,0.811
P000153,C174,U01362,Everyone real benefit claim recognize book near arm themselves institution again,Artist girl culture. Much cover how their. Focus another special. Each morning dog report very.,,http://jackson.com/,"information,as,little",-86,443,2024-04-09T00:42:31,2024-04-09T00:42:31,active,0.301
P000154,C134,U02184,Recently clearly leader job during dinner,Think maybe throw pull third. Democrat low too bar from. Third white tree seek.,,https://www.gibson-wright.net/,"focus,standard",96,161,2024-08-29T10:02:15,2024-08-29T10:02:15,active,0.639
P000155,C052,U01340,A avoid,Social cut difficult participant between music meet.,[door.jpg],https://www.mclaughlin-chandler.com/,"me,newspaper",108,283,2024-01-20T14:33:00,2024-01-20T14:33:00,flagged,0.252
P000156,C094,U00944,Remain share wait after well,History practice institution pick have old according. Mission task spend easy avoid camera parent. Bring truth reason good order often. Poor must federal produce condition push wrong. Reduce heavy receive state. His color thank offer behind food daughter. Medical not weight gas difference evening itself PM.,[south.jpg],,"light,sing,fire",-92,225,2024-11-04T03:12:44,2024-11-04T03:12:44,active,0.379
P000157,C012,U02181,Often part knowledge,Central pay institution write fight share off. Machine none network other film quite. Next rate sure exist every. Cover part mean few in drug stuff. Want gas human ok space blood herself. Move enter firm society coach policy south then. Who brother thought all huge which. However face own.,,,"though,ask,affect",423,361,2025-06-24T19:54:41,2025-07-02T19:54:41,active,0.665
P000158,C015,U02564,Condition movement education minute show a theory of couple program American lot,Down organization list street sea black girl. Address understand language have actually. Defense quickly result. Big thousand sing green data treat. Hold best end north stay without.,,,"three,red",144,366,2024-10-29T22:36:39,2024-10-29T22:36:39,active,0.103
P000159,C199,U02906,It notice me look,Most class there sound. Both seek into. Answer even fast wear.,,,entire,-188,246,2025-10-15T12:46:39,2025-10-15T12:46:39,active,0.082
P000160,C068,U00901,Own visit,Ever garden instead total husband trouble close. Help skin call.,,,"guy,whether,game",181,472,2024-08-10T06:19:56,2024-08-10T06:19:56,active,0.867
P000161,C098,U01253,Our the carry usually should contain talk by account door use,Soldier else film too field eye. Head development join color summer stand. Different accept store wide explain rock design. Reduce technology other about.,,http://barrett.com/,"woman,series",-144,35,2025-04-07T06:34:16,2025-04-21T06:34:16,active,0.811
P000162,C175,U01485,Door single century wide manager international establish,Pay new Republican fly foot. Once figure race get. Big break maybe majority past large.,,http://rice.com/,"best,place,foot,him",207,84,2025-04-28T07:02:41,2025-04-28T07:02:41,active,0.028
P000163,C007,U00188,Large film likely share police,Father them rule table. Born smile leave ground feel. Least employee suggest owner already discuss member. Develop by design.,,,"because,TV,store,authority",281,186,2025-07-27T21:57:45,2025-08-08T21:57:45,active,0.552
P000164,C106,U02568,Dream popular truth,View message media threat speech news. Some lose little act still itself. Range finish business reality impact story. Unit rock lot south mention.,,,"blood,treat,other,music",-114,262,2024-11-09T09:14:34,2024-11-09T09:14:34,active,0.93
P000165,C034,U00474,Green rate could evidence high,Kind her class speak open assume financial. Sport carry painting either heavy. Energy town apply onto one ahead. Born mother never.,,,"participant,drive,media",242,111,2024-12-20T10:52:42,2024-12-20T10:52:42,removed,0.515
P000166,C126,U01182,Night,Clear region music important miss toward. Practice hope save method.,,,"finish,nation",132,117,2025-04-12T15:37:15,2025-04-12T15:37:15,active,0.929
P000167,C113,U00057,Seem too prove right old just night theory statement,Play number senior call million book. Anything century kid on room participant today suffer. Star federal music police. Together left unit seek more trouble enjoy. Specific so some deal many them. Yet word bit consider design ahead month.,,,"soldier,growth,leader",214,374,2025-07-27T01:40:52,2025-08-05T01:40:52,active,0.396
P000168,C119,U01269,Box bank early worry man much every trouble office thought age some,Suffer street knowledge officer have challenge technology under. Debate statement health physical prevent season Mrs again. Which activity structure five call house second. Business drop once action. Call of listen care term glass during. Amount arrive most step something talk.,,,series,429,235,2024-01-14T23:31:18,2024-01-14T23:31:18,active,0.86
